image,ALB,BET,DOL,LAG,NoF,OTHER,SHARK,YFT
Category/img_00943.jpg,0.97260081768,8.66755872266e-05,0.00288006966002,5.11149710292e-06,2.0819375095e-06,1.6347230769e-07,2.29148699873e-05,0.0244021322578
Category/img_05654.jpg,0.989487051964,0.000149517378304,2.20247147809e-06,0.00024865832529,2.16820353671e-06,0.00991526432335,8.73464432516e-06,0.000186336852494
Category/img_00376.jpg,0.985270500183,0.0046450109221,0.00143496668898,0.00112749717664,0.000904516200535,0.00160827627406,0.00300001725554,0.00200906721875
Category/img_00921.jpg,0.374812334776,0.00829602405429,0.00011835006444,0.00222535058856,0.000975641247351,4.75882843602e-05,0.00477176671848,0.608752906322
Category/img_04382.jpg,0.523416996002,0.00221702898853,0.223387941718,0.00271547865123,0.138709679246,0.00458417600021,0.00759510602802,0.0973736345768
Category/img_04370.jpg,0.900015294552,0.000124088546727,1.46480135754e-06,7.45213619666e-05,3.89066008211e-06,2.4987668894e-06,1.05340905066e-06,0.0997772589326
Category/img_02180.jpg,0.818434715271,6.21003782726e-05,3.57141398126e-05,0.000158554379595,0.0302689205855,0.114528164268,0.00463557429612,0.0318761393428
Category/img_04321.jpg,0.874362885952,0.000331167393597,0.000292056618491,0.000324433261994,0.000371576694306,8.99564765859e-05,1.32150046284e-06,0.124226570129
Category/img_05682.jpg,0.895594477654,0.000964826904237,0.00128698558547,0.000191137951333,1.63525101016e-06,1.37972956509e-05,0.0830792710185,0.0188678763807
Category/img_01102.jpg,0.998305559158,0.000753921689466,1.11120079964e-05,5.73142926896e-07,0.000323451269651,2.69807969744e-07,4.23845023079e-07,0.000604675966315
Category/img_07371.jpg,4.2829569793e-06,2.17837823584e-05,8.57421753153e-07,7.62232588158e-08,1.15693119369e-05,2.83439094417e-09,3.67173879567e-06,0.999957680702
Category/img_05260.jpg,0.998601615429,0.000276911945548,0.000156926122145,1.52797451847e-06,0.0002688934037,0.000570911448449,0.00011174082465,1.14194763228e-05
Category/img_04757.jpg,0.829001963139,0.0421895757318,0.00326377758756,7.06333230482e-05,0.12213871628,2.60352753685e-05,0.00133612158243,0.00197313493118
Category/img_07352.jpg,0.999898910522,1.41205800901e-05,2.52706977335e-05,1.45301441989e-07,3.07824990387e-07,5.994104324e-09,8.64385867771e-07,6.03207954555e-05
Category/img_05273.jpg,0.976379573345,0.000231965183048,0.00300717935897,0.0002188426879,0.0011106247548,0.016005339101,0.000546364288311,0.00250009982847
Category/img_04268.jpg,0.146730586886,0.000553894671611,0.00189733470324,0.000143449695315,1.67839207279e-05,6.64931621941e-06,0.000256659317529,0.85039460659
Category/img_01825.jpg,0.990568995476,0.000541521469131,1.63149218224e-06,7.22314098311e-06,0.00880968105048,6.46847765893e-05,4.72944111607e-06,1.39755752571e-06
Category/img_00982.jpg,7.12505207048e-05,0.0201530437917,1.01419038856e-06,1.05495030311e-06,0.97976398468,8.2939055801e-07,8.56131254778e-09,8.80870447872e-06
Category/img_02679.jpg,0.999705612659,0.000158218390425,3.88864555134e-06,0.000109627821075,2.25516123464e-05,5.46843601512e-08,1.9942944518e-10,2.67654964858e-08
Category/img_06962.jpg,0.845498383045,0.0328414030373,0.000256691913819,0.000621689658146,1.86077031685e-05,3.18671845889e-05,0.0132844047621,0.107446908951
Category/img_00726.jpg,0.999996781349,4.08018422604e-07,9.46329976159e-07,2.28293242088e-08,8.7883869071e-09,5.49255363413e-10,3.83218803912e-11,1.85996066193e-06
Category/img_00723.jpg,0.937263965607,0.000737234076951,0.000123555524624,0.000295014440781,0.0418405905366,0.00226163165644,0.000679305929225,0.0167986005545
Category/img_04532.jpg,0.723431527615,0.0821770653129,0.00160333304666,0.00807933229953,0.0200695693493,0.0235496424139,0.000880349660292,0.140209257603
Category/img_01649.jpg,0.996390521526,0.00289671658538,0.000329848262481,0.000174995409907,3.75539748347e-05,7.30596439098e-05,9.30897149374e-05,4.15363410866e-06
Category/img_07474.jpg,0.999403953552,4.09518179367e-05,7.22410113667e-05,1.93923497136e-05,4.95102758578e-05,1.65607125382e-05,4.85993552957e-07,0.000396884977818
Category/img_04811.jpg,0.168126776814,0.00155521859415,0.00646948302165,0.0238897204399,0.00554334977642,0.766436159611,0.000681715842802,0.0272974316031
Category/img_03677.jpg,0.964362025261,0.00369507982396,0.0015476278495,0.0115832146257,0.000108309548523,5.36010593351e-05,1.03970269265e-05,0.0186397433281
Category/img_00223.jpg,0.979478001595,7.81284761615e-05,0.0201739277691,0.000129126827233,1.61680441124e-06,1.00916331576e-05,7.89995392552e-05,5.01043723489e-05
Category/img_05253.jpg,0.0197841599584,0.00232306332327,0.202207177877,0.000422313896706,0.000821943744086,3.52456700057e-05,0.0673970431089,0.707009077072
Category/img_03261.jpg,0.719214439392,0.00915408041328,0.101414315403,0.167428061366,0.00174895965029,0.000607434951235,0.000246688374318,0.000186022734852
Category/img_05508.jpg,0.998534798622,1.00596798802e-06,0.000120098273328,2.54565946989e-07,7.86408145359e-06,1.56068580281e-07,3.80248025067e-06,0.00133194727823
Category/img_00648.jpg,0.99870121479,0.00105007062666,0.000247840653174,3.57409852825e-08,8.37264568787e-09,1.97218383846e-07,5.54930679186e-09,5.63288040212e-07
Category/img_04324.jpg,0.994203150272,0.0022836944554,0.00083768327022,0.000524101837073,0.000163059768965,4.83399053337e-05,6.82043391862e-05,0.00187177571934
Category/img_06681.jpg,0.859386444092,0.085704177618,0.0117900650948,0.0185469705611,0.000871692725923,0.0106198722497,0.000392928544898,0.0126878572628
Category/img_06780.jpg,0.90929299593,0.00251296511851,0.00173643406015,0.000200747250346,0.00530417216942,0.00265148794279,0.0150778936222,0.0632233172655
Category/img_00518.jpg,0.999726593494,8.52966763887e-07,2.4549986847e-05,8.98124483228e-07,6.27557574262e-06,3.42099951922e-06,2.3619750209e-06,0.00023492173932
Category/img_02231.jpg,0.999885797501,4.12202789448e-05,4.58834119854e-06,2.91385254059e-06,4.16444854636e-05,1.78182181116e-05,7.36310255434e-07,5.30821807843e-06
Category/img_07428.jpg,0.643531322479,0.212596461177,0.0581660605967,0.00046372419456,0.00306424684823,0.00282931490801,0.000528910313733,0.07881988585
Category/img_04795.jpg,0.608917236328,0.00408291211352,0.0109538268298,0.000371269212337,6.68007414788e-05,0.000290823954856,0.00421534059569,0.371101737022
Category/img_00730.jpg,0.9850654006,0.00101577420719,0.000813966442365,0.000122616504086,2.46095642069e-05,0.000511491089128,0.000181302224519,0.0122648617253
Category/img_05269.jpg,0.999367892742,2.19371145249e-06,0.000386413128581,8.4252725685e-08,8.09100765764e-06,7.37335925649e-09,4.49788359447e-07,0.000234985316638
Category/img_06748.jpg,0.000862660526764,0.000515071733389,0.321556419134,5.21478250448e-06,4.69866290587e-06,1.12695609289e-07,4.13132147514e-05,0.677014529705
Category/img_05520.jpg,0.985123455524,0.00048599980073,7.03625744336e-07,0.000316423160257,0.000138130155392,2.39189175772e-05,0.000414848298533,0.0134965507314
Category/img_01431.jpg,0.999745309353,0.000171262538061,2.99380587876e-07,5.45636758034e-05,1.82295150353e-06,1.31643560053e-06,4.81051813495e-07,2.48999403993e-05
Category/img_00551.jpg,0.990351736546,0.0031988506671,3.74741830456e-05,0.00108939618804,0.000197074608877,8.07587930467e-05,0.000670922570862,0.004373928532
Category/img_00473.jpg,0.998153150082,9.10026756173e-06,5.08537095811e-06,1.19906644613e-05,0.000268978823442,3.74076153093e-05,2.87707771349e-05,0.00148540304508
